"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 18, 2019","21,647.72","21,568.47","21,669.28","21,488.47","917.23M","1.17%"
"Jan 17, 2019","21,396.57","21,283.66","21,442.23","21,242.36","478.83M","-0.04%"
"Jan 16, 2019","21,405.03","21,174.87","21,405.03","21,165.34","609.73M","1.52%"
"Jan 15, 2019","21,083.89","21,225.08","21,295.90","20,930.79","662.21M","0.03%"
"Jan 14, 2019","21,076.83","21,094.07","21,154.96","20,928.62","563.00M","-0.65%"
"Jan 11, 2019","21,215.17","21,296.47","21,310.10","21,114.94","636.79M","-0.03%"
"Jan 10, 2019","21,221.49","21,021.51","21,221.49","20,959.34","586.59M","0.56%"
"Jan 09, 2019","21,103.34","21,067.11","21,229.14","21,049.54","596.10M","0.95%"
"Jan 08, 2019","20,905.01","20,882.67","21,104.08","20,824.19","604.10M","0.22%"
"Jan 07, 2019","20,858.51","20,811.07","20,872.62","20,692.38","500.78M","0.67%"
"Jan 04, 2019","20,718.93","20,250.29","20,718.93","20,250.29","744.60M","3.13%"
"Jan 03, 2019","20,089.99","20,052.72","20,290.01","20,003.76","681.20M","-0.43%"
"Jan 02, 2019","20,176.62","20,013.30","20,251.67","19,770.38","441.09M","0.14%"
"Dec 28, 2018","20,148.24","20,012.28","20,200.77","19,966.89","1.07B","1.51%"
"Dec 27, 2018","19,848.73","20,147.23","20,160.34","19,699.54","1.08B","-1.71%"
"Dec 21, 2018","20,194.89","20,227.11","20,273.64","20,070.02","1.88B","-0.84%"
"Dec 20, 2018","20,366.21","20,474.09","20,555.86","20,366.21","1.09B","-1.84%"
"Dec 19, 2018","20,747.78","20,602.08","20,828.59","20,602.08","1.38B","1.56%"
"Dec 18, 2018","20,428.93","20,373.50","20,582.08","20,347.74","1.32B","-0.25%"
"Dec 17, 2018","20,479.86","20,732.99","20,732.99","20,442.90","663.20M","-1.26%"
"Dec 14, 2018","20,740.61","20,714.80","20,798.76","20,562.96","1.03B","-0.72%"
"Dec 13, 2018","20,891.83","20,940.67","21,061.20","20,803.30","762.77M","0.50%"
"Dec 12, 2018","20,787.82","20,490.93","20,866.48","20,451.63","1.16B","1.87%"
"Dec 11, 2018","20,406.46","20,378.93","20,595.29","20,241.96","776.32M","0.83%"
"Dec 10, 2018","20,238.12","20,440.22","20,545.64","20,220.96","669.81M","-1.75%"
"Dec 07, 2018","20,597.68","20,650.69","20,818.51","20,597.68","616.63M","0.49%"
"Dec 06, 2018","20,496.44","21,014.83","21,014.83","20,433.79","1.09B","-3.38%"
"Dec 05, 2018","21,213.03","21,041.15","21,287.70","20,990.68","691.12M","-0.19%"
"Dec 04, 2018","21,254.03","21,494.44","21,517.80","21,254.03","961.02M","-1.26%"
"Dec 03, 2018","21,525.70","21,476.90","21,567.83","21,421.42","1.52B","2.22%"
